"username","rating","helpful","total","date","title","review"
"lastliberal","8","3","5","3 October 2009"," Just try and stay out of my way. Just try! I'll get you, my pretty and your little dog too!
","The Academy of Motion Picture Arts and Sciences is going back to 10 nominations for Best Picture next year. They had that in 1939, and I am sure that is the only way this film got a nomination. It's a great film, but not in the same league as the winner, Gone With the Wind, and even runners-up like Goodbye, Mr. Chips, Mr. Smith Goes to Washington, Ninotchka, Stagecoach, or Wuthering Heights.<br/><br/>It did, however, win two Oscars for the music. To hear Judy Garland sing ""Over the Rainbow"" is worth the time spent. I love that song, and can never hear it enough.<br/><br/>It is a colorful, exciting fantasy trip with great music and some fine actors."
"inspectors71","Null","3","5","27 November 2007"," The Essence of Decency
","Easily, the sweetest, most charming, and most thoroughly optimistically American movie you will ever see, The Wizard of Oz stands as a testament to the creativity and decency that was Hollywood seventy years ago. The film version of the Baum novel captures the best of what we are as a people and as a species. I can find no flaw in the film.<br/><br/>My suggestion for you--if you haven't seen TWOZ in awhile--is to grab a restored copy from the late '90s. But if you have an old tape from CBS, pop it in anyway. When the news blares that the price of a barrel of oil is topping $100+ or the body of a baby was found in a dumpster or some other ghastly event, big or small, chills you to the core, watch Dorothy and her thoroughly human compadres go on their quest to find what they already had in the first place.<br/><br/>Take heart. There really is good in people.<br/><br/>And The Wizard of Oz reveals it to you, if you have patience and faith."
"samcracc","10","3","5","2 July 2007"," all time classic movie
","This is a excellent movie. Judy Garland did very great at Dorthy. Frank Morgon did perfect with these characters and do not forget the Wizard of oz. Ray Bolger did great as the Scarewcrow. Jack Haley did very good at the Tin man. Bert Lahr did Brilliant as the Cowardly Lion. This was based on some books of the Wizard of Oz by the novel of L. Frank Baum. The Singing Midgets as the Munchkins did excellent singing. Billie Burke as Glinda was Beautiful. Toto was very cute. The yellow brick road is beautiful. Buddy Ebsen was a little unshaped to do the Tin Man. This movie is great you will like this all time classic film for the whole family and kids."
"bdl7431","10","3","5","25 December 2006"," A piece of Americana
","I have been reading many of the comments on this film - both positive and negative. I would like to add a perhaps different slant to this discussion - First, why did it come so popular? Think about the year of its release - 1939. The world had just gone through the Great Depression, the winds of World War II were starting to blow with Hitlter's invasions and the Japanese invasion of China. There were a number of excellent films released that year - Gone with the Wind for example - but why did this one hit a cord? It's fantasy theme, simple story, use of color and (for then) very good special effects (the TV set that was used for the Witch's crystal ball is an example - RCA would display one at the 1939 World's Fair to the wonderment of fair goers)are all reasons why this became so popular. Yes, some of Judy Garland's acting is not particularly inspired - she has basically one look, that of constant wide eyed wonderment and confusion - albeit appropriate for the film, although I cannot envision Shirley Temple, who was also being considered for lead, being able to pull off ""Somewhere Over the Rainbow"" with the same power.<br/><br/>So, in the same way Star Wars would bowl everyone over some 37 years later, this film became ingrained in the culture. To this day, if you say ""Toto, we're not in Kanas anymore..."" people understand what you're referring to.<br/><br/>And let's face it - for a movie its effects and fantasy elements were unmatched for literally decades. Movies in the fifties and sixties still used special effects that were, at best, cheesy - exceptions being 2001 and some of Harryhausen's works - it wasn't until the seventies, with Star Wars, did we see films where the cinematography could begin to match the mind's eye as what we envisioned things should look like.<br/><br/>And this is why I rated it a 10 - not because its greatness, or skill, or anything else - but because it has become a cultural icon. It is still popular, although to say that its as popular as it once was is a mistake - in the sixties it was prime time fare, on a major network, now its shown on Sunday morning on a cable channel. Our parents may have seen it as kids, and remembering the joy it brought them, introduced it to us - and hence it endures."
"Stebaer4","10","3","5","13 December 2006"," A Wonderful Classic.
","This 1939 classic can be just much enjoyed as a story itself as it can for its blind metaphors of which at first can go over peoples' heads and for many years.The very significances of which make this a classic are what keep us coming back including the colorful special effects along with the songs as well as the music.What more can one say but let's go down the yellow brick road as many times as we can and think of how the characters on the whole do make The Oz Wonderland possible along with why Dorothy upon her return/awakening she both does and doesn't admit that it's a dream. <br/><br/>Truthfully,Stephen ""Steve"" G. Baer a.k.a. ""Ste"" of Framingham,Ma. USA"
"silverscreen888","8","3","5","23 August 2005"," Social Allegory and Classic Fantasy; a Beautiful and Memorable Story
","""The Wizard of Oz"" is a powerful and enjoyable allegory of the United States under right-wing Republican government at the beginning of the Twentieth century. But it is also a complex fantasy that works very strongly as an adventure. It is a dream Dorothy Gale has; she is a twelve-year-old girl in Kansas, being raised by her Aunt Em and Uncle Henry, poor chicken farmers. There are three kindly workmen also, but her dog Toto is being sought by mean Miss Alma Gulch, who has been bitten by the little terrier. Unable to get anyone to help, Dorothy runs away just as a tornado is coming. She meets kindly Professor Marvel who gazes into a crystal ball and advises her to go home. She does so but as she arrives, the family is in the cyclone cellar; hit by a shutter, Dorothy is knocked unconscious. When she wakes, she is dreaming, and the house has been carried off by the tornado. Objects whirl by, including Miss Gulch on her bicycle from whose basket Toto escaped earlier; only she turns into a witch on a broomstick. But the house lands safely; and a strange land greets her eyes; female voices sing, garish-hued flowers sprout, and amid ponds there is a yellow brick road and a central plaza. A rainbow-colored bubble approaches; from it steps Glinda, Good Witch of the North. Dorothy finds out her house has killed the Wicked Witch of the Munchkins' land. She has to admit she is no sort of witch; but she becomes the little people's heroine for her deed anyhow. Then out of smoke the Wicked Witch of the West, the other witch's sister, appears and threatens Dorothy. Glinda transfers the dead witch's ruby slippers to Dorothy, warning her to keep them on always. Wanting to get home, Dorothy is advised to follow the yellow brick road to the Emerald City where the Wizard can perhaps help. Along her way, as she goes on with Toto, she picks up three companions--a Scarecrow, a Tin Woodman, and a Cowardly Lion. They all need help too--one lacks a brain, the second a heart, the third courage; so they accompany her, hoping to get help also. The Wicked Witch writes, ""Surrender Dorothy"" on the sky after trying to steal the slippers when poppy fumes fell the quartet; Glinda wakes them by causing a snowstorm whose chill revives the quartet. In the Emerald City, they gain admittance to the palace. The Wizard, a great talking head, knows why they've come and demands they fulfill a mission first--fetch the Wicked Witch's broomstick from her mountaintop castle. With no choice, the quartet heads for Winkieland and their battle. Flying monkeys kidnap Dorothy and Toto; the others follow to rescue her. The Witch demands the slippers for Toto's life. She tries to remove them from Dorothy's feet and is nearly electrocuted. As an hourglass measures Dorothy's life expectancy in red, Toto escapes. He finds the others, who penetrate the castle and rescue Dorothy. They are recaptured. The Witch starts to execute them, setting fire to the Scarecrow. Dorothy throws a bucket of water on him, splashing the Witch, and she melts to nothing. The people there rejoice that they are free of her. Back at the Palace, Dorothy requests their reward. The Wizard balks. Then Toto pulls aside a drape about a booth, revealing a little man frantically working dials and levers--the Wizard. he admits, ""I'm a very nice person, but a very bad wizard."" He is able to point out to the three companions that they've already got what they were after; their rescue of Dorothy has proved that. He gives them symbolic gifts. Dorothy wants to go home. He offers to take her there in a balloon--that's how he got to Oz. Leaving the Scarecrow and the others in charge, he takes his balloon up. Toto jumps from the gondola, and Dorothy, running after him, is also left behind. But Glinda arrives and tells her the ruby slippers can help--all she ever had to do was want to go home more than anything. Dorothy follows her instructions and finds herself back at home, lying in bed with her Aunt and Uncle tending her and the farmhands looking on anxiously. She tells them about her dream and says, ""There's no place like home!; the film fades out on her radiant face. The Kansas portions of the film, were in sepia tone; Oz was always vivid technicolor.This film as fine special effects and vivid production values. Cinematography by Harold Rosson and the production design by Malcolm Brown contributed to its strength. Noel Langley, Florence Ryerson and Edgar Allan Woolf along with author L. Frank Baum received major credit for the screenplay. The film was directed by Victor Fleming; King Vidor shot the sepia tone sections. Many contributed to the dialogue; Harold Arlen and E.Y. Harburg wrote together or separately most of the songs included. The art direction was by Cedric Gibbons, sets by Edwin B. Wilis, costumes by Adrian. Judy Garland had to play a twelve-year-old girl; camouflage was required. Jack Haley was not the first choice for the Woodman, nor several other principals for their roles. But the cast included Bert Lahr as the Cowardly Lion, Ray Bolger as the Scarecrow, Margaret Hamilton as the Wicked Witch and Miss Gulch, Billie Burke as Glinda, and Frank Morgan as a host of characters including professor Marvel and the Wizard. Charles Grapewin and Clara Blandick were the Uncle and Aunt Em. And the feature was also enhanced by the presence of dozens of little people as Oz's denizens."
"gftbiloxi","10","3","5","20 August 2005"," OZ: A Grown Up's Movie That Kids Enjoy
","THE WIZARD OF OZ is a paradox: although made with a juvenile audience in mind, the completed film has an unexpectedly adult sensibility, and children enjoy it on one level while adults find it a considerably more complex experience. Like most fairy tales, OZ deals in archetypes--but instead of merely referencing them, OZ specifies them in a uniquely literal way and transforms them into a brilliantly beautiful yet extremely menacing tale of innocence lost. It is a surprisingly psychological film, and any one foolish enough to scratch its surface will soon find themselves dealing with more ""isms"" than a roomful of research psychiatrists could explain.<br/><br/>Fancy ""isms"" aside, OZ is a tremendous amount of fun. For one thing, it MOVES: the story begins with a tone of breathless anticipation, and the film somehow manages to maintain that level of energy throughout its entire running time with never a lag. Although one or two of the famed special effects seem a bit dated, most are still exciting. This is particularly true of the famous tornado sequence, the first half of which (in which Dorothy races the storm home) still outstrips any special effects storm footage made to date. The look of the film, from the rich sepia tones of a painfully literal Kansas to the Technicolor vibrancy of a very surrealistic Oz, is as artful as a dozen famous painters rolled into one--and need we really mention the music, so famous that virtually every man, woman, and child in the western world can hum most of the score?<br/><br/>But all of this would be by-the-way if not for a truly amazing cast. Judy Garland is a remarkable Dorothy, with one foot in innocent childhood wonder and the other as firmly planted in a very sophisticated and extremely adult sense of humor (watch her very subtle series of double-takes during the Munchkin sequence), and the success of the film largely rests upon the success of her own performance. But this in no way disparages the rest of the cast, which plays broadly but with considerable self-depreciating humor; every one is sure to have their own favorite among the famous performances by Bolger, Lahr, Haley, Hamilton, Burke, and Morgan, and all are equally brilliant.<br/><br/>Although the original MGM DVD (now out of print) has been greatly praised, the Warner Bros. DVD is the widely available standard. Whatever its failings in comparison to the MGM DVD, it offers picture and sound quality far beyond anything seen on any VHS. There are also a number of extra bells and whistles that range from the very interesting, such as the Angela Lansbury-hosted documentary on the making of the film, to the ho-hum, such as old newspaper advertisements for the film. But whatever the merits of these extras, the real reason to buy the DVD is for the film itself: THE WIZARD OF OZ is as timeless, fascinating, disturbing, and beautiful today as it ever was and probably will always be. Put the kids to bed and watch the film with a critical eye--and you'll be amazed at what you've missed.<br/><br/>Gary F. Taylor, aka GFT, Amazon Reviewer"
"larakeziah","10","3","5","24 February 2005"," ""The Wizard Of Oz"" is well worth watching!
","In my opinion ""The Wizard Of Oz"" is one of the best films that MGM has ever made. It is a wonderful film for all ages and Judy Garland was probably and still is the greatest actress there ever was. I don't think there is or ever will be an actress as good as her. ""Meet Me In St Loius"" is another great film starring Judy Garland and i recommend that those who haven't already, watch it. I know a lot of people who haven't seen ""The Wizard Of Oz"" and I recommend that if you are one of them then you should watch it. It's one of those films that you can watch over and over again and not get bored. I have loved this film since i can remember and I think that everyone should watch it and let it bring you as much joy as it has brought me an thousands of others."
"FrankBooth_DeLarge","10","3","5","8 February 2005"," Well liked by most people, but under appreciated by the younger generation
","Whenever you meet someone who likes this movie, it's most likely someone who loved this as a younger kid and grew up with it. If you ask someone younger than 25, they will probably say they don't like it because it is too juvenile. People who don't like this have no taste for imagination. Just about everyone I know has seen it, and it's very shocking when you meet someone who hasn't seen this movie. Even though this came out almost 70 years ago, it is still a tradition to show this on NBC around Thanksgiving.<br/><br/>The movie follows a girl named Dorothy who enters a strange, distant, but jolly world where she must follow a yellow brick road in order to return home. Along the way, she befriends some memorable characters that everyone knows of, and is pursued by the wicked witch of the west.<br/><br/>If you somehow haven't seen this, then watch it. It is filled with imagination and younger kids will love it. As far as the older kids, probably not, since for some reason they don't like this type of movie."
"BaronBl00d","Null","3","5","3 July 2004"," Greatest Fantasy Film Ever?
","The magic that this film creates cannot be denied by the few humbugs that find it boring or only for kids.  This is a film masterpiece THAT has stood the test of time.  Its magic has not decreased but increased.  I will not go into everything which has already been gone over.  Obviously the music, the sets, Judy Garland, the rest of the cast, and everything else is something special.  I grew up with this film;  I waited eagerly every Easter for it to come on TV.  What particularly works for me?  The film has the MGM musical tradition behind it and dancers and singers in roles, but the story and creativity and diversity of the musical score attract me.  Margaret Hamilton makes an outstanding witch too!  The film has some remarkable scenes: the field laden with poppy flowers, the flying monkeys carrying Dorothy away, the guards ho-he-hoing at the castle, and of course Munchkintown and its citizens.  Though the years have passed by rather quickly, I still have an enormous respect for this film and a great desire to still watch it for the fiftieth plus time. The Wizard of Oz is movie magic at its zenith and has enthralled young and old alike for every generation after 1939."
"emma_crawfordgreene","5","13","37","28 October 2005"," An Old Favourite; But Not Pathetic Version of L. Frank Baum's Story
","Now don't get me wrong; I grew up watching this movie - and I quite enjoyed it then. Problem is - after seeing it again today, two important factors are quite clear about this version of the film.<br/><br/>The first main one is that, in regards to the original ""Oz"" books by L. Frank Baum, this one is a disgrace to them, at least by today's standards. For its time - in the 1930's - it was the first adaption of the film on screen in sound and color. There was a previous silent version, which - like its modern predecessor ""Return to Oz"" 1985 were more in line with L. Frank Baum's book, which was indeed a mile stone in regards to film. <br/><br/>But the problem is many of the details, and I am not going to nitpick about costumes as really that was, most likely, the only thing they could do. Ironically, like in the silent version, they opted for live people to perform the characters such as the Tin Man, Scarecrow, the Cowardly Lion. It must be taken in due consideration that this film should not be classified a drama film, as this IS a musical version of Frank Baum's story.<br/><br/>I have no idea how people would react if there was a completely faithful adaption to the books. Because the truth is L. Frank Baum's real books are very dark in a lot of places. For example - in the scene where Dorothy is a prisoner in the Witch's castle, the Tin Man, Lion, and Scarecrow are already captured and unable to help Dorothy. She becomes literally the Witch's slave and does cleaning for her, until, to cut the story short, she throws water over the witch and she melts. Another aspect was that Dorothy's shoes were not ruby; but silver.<br/><br/>When people see this film today; they think this is how it is in the books and that Dorothy will be all happy in Kanasas and marry 'Hunk'. Which couldn't be further from the truth.<br/><br/>In the second version, Dorothy comes back (and the storyline) more or less follows the sequel ""Return to Oz"" (although it too is more of a combination of two of the latter 'Oz' books).<br/><br/>Also there is noticed a lack of reality about the 1939 film. Again I do take into account that at the time, perhaps they could have done better and as far as technology this is what was good for then. But as of now; when you see it today - it is abhorrently... almost the word queer comes to mind. Exactly.<br/><br/>It is too colorful; too idealized; its too wishy washy. There is again no sense of reality at all about it. I mean, it makes sense when you read the books (if you ever did wish to read them; which I must say the books are incredible).<br/><br/>But the second big factor was, for one, the problem with Judy Garland. Although this made her a star, and indeed the song ""Somewhere over the Rainbow"" belongs to her in a way (not merely because she created it, but because she brought sound and life to the character) - it was because the truth is in the book Dorothy is really 9 years old.<br/><br/>True - they did start off wanting to use Shirley Temple (which in hindsight probably would have been the best choice in regards to age); but as for heavy singing and the makeup and stunts, it was probably a good choice to use Judy. Although she was 17. Another problem factor was the relationship with the Scarecrow and Dorothy. In the book and also in ""Return to Oz""; they regard each other as friends and the relationship is quite clear. However in this - they made it romanticized. Which was wrong. To put it bluntly - especially in light that Dorothy is supposed to be a little girl, not a teenager.<br/><br/>Today there should be a remake of this film, in my opinion. More in line with the original books - because now we have the capability to do more realism with the characters and yet still be faithful to L. Frank Baum's work.<br/><br/>People are so married to this version that most reject its predecessor which, like the 1938 one, is a milestone in regards to how they can do an 'Oz' remake. Also people reject the cartoon versions (there was an animated film version of ""The Wizard of Oz"" (not live action) which was perhaps the most faithful of all the films, although I believe it was a TV film - not exactly a film film.<br/><br/>So for all the reasons today - if you really want to see an adaption (to this date) that is faithful to Baum's books - get ""Return to Oz"" or the animated version."
"MartinHafer","9","4","8","15 November 2009"," A delight...even if some of the songs really make very little sense.
","THE WIZARD OF OZ is a great film, so please don't be offended and think I hate it--I don't, and have seen it perhaps a dozen times or more. It is truly a classic. However, the last time I saw it, I was surprised because now that I am middle-aged, I finally really listened to some of the songs. While some, such as ""Over the Rainbow"" were amazingly sublime, a few surprised me because they had great music but the lyrics were, well, nonsense. Try listening to some of the songs and you might notice that the lyrics, while memorable, are a bit silly. Really...and this is the only reason I can't give this film a 10.<br/><br/>However, despite this minor complaint, what else is there about the film that could be improved? Judy Garland is perfect and at her best. The cinematography, costumes, sets and everything about the film is first-rate--even if the story, at times, diverges greatly from Frank Baum's original tale. <br/><br/>A film that you must see if you haven't. Just try NOT to pay attention to lyrics in songs like ""We're Off to See the Wizard"" and ""If I Only Had a Brain"". It might give you a headache. Here are a couple examples:<br/><br/>""You'll find he is a whiz of a Wiz! If ever a Wiz! there was. If ever oh ever a Wiz! there was The Wizard of Oz is one because...""<br/><br/>""I would dance and be merry, life would be a ding-a-derry, If I only had a brain.""<br/><br/>Oh, and one other problem. At the end of the film, there is no resolution with Miss Gulch and you can assume she STILL is going to have Toto put down!"
"Mightyzebra","7","4","8","28 October 2007"," Very gorgeous and beautiful - but is it the best?
","People have described this film as captivating, the best, most charming film they have ever seen. For some people there are a great deal many films they would prefer, but with no doubt it is likely every person will like this a wee bit in some wee way! <br/><br/>One thing to congratulate is the special effects, which a lot of people do not seem to go on about. For the film's time, the special effects were probably the most special since films were invented (to some people anyway). Of course some of the ways they made illusions were easy, but very clever. Others were harder to make, such as the tornado and the flying monkeys.<br/><br/>Other good points on the quality of the film are the superb acting, the way it was filmed, the scenes and the way the script was written - despite some points being not completely similar to the book. <br/><br/>The characters of the film are very likable, especially the main four: Dorothy, the Scarecrow, the Tin Man and the Cowardly Lion. Toto the dog is a delight too. <br/><br/>The songs are very beautiful and entertaining - so is the fun dancing - avid young dancers may feel they want to get up and dance along with Dorothy, the Scarecrow and the Tin Man as they move their feet! <br/><br/>One thing that just about everyone who watches this film will like, is the charm of the story and the characters, which is probably why this film has (sort of) gone down in history. Indeed this film is very likable and pretty captivating, a good job!<br/><br/>The film starts in sepia to capture the mood of the setting - an old farm in Kansas and the rather dreary mood. The girl called Dorothy wishes to go to some other place and to help save her beloved dog from the stubborn Miss Gulch - who wants the dog after he annoyed her. When Toto is taken away and then escapes to return to Dorothy, it is the last straw for the girl, she is going to run away... That isn't all that happens, the plot twists and turns in a dramatic way.<br/><br/>Enjoy ""The Wizard Of Oz""!<br/><br/>7 and a half out of ten."
"KennethEagleSpirit","10","4","8","11 January 2007"," One of the three greatest movies ever made.
","A Beautiful Mind, Cassablanca, and THIS ... The Wizard of Oz. Every cast member perfect in their respective role(s). The photography, the use of sepia tone and then wonderful colour, the music, the songs and choreography, the sets and costumes, the makeup, the wonderful plot, all things perfectly handled and unsurpassed. The lion starts to roar at the beginning of this thing and I start to get all blubbery. My only wish is that the Jitter Bug sequence be available. That wonderful part that was cut out due to length and time and left to rot as worthless celluloid on the cutting room floor. ~sigh~ Oh well. There has never been, and there will never be, another movie like this one.This movie, this work of art, is so comfortable that to go to Oz with Dorothy is just like going home, sweet, home. And, as you know, there's no place like home."
"Tuthmoses76","Null","4","8","28 February 2003"," Surprisingly Impressed
","Like most people on Planet Earth who aren't six feet under, I grew up watching The Wizard of Oz as a child.  To this day I have never read the book.  I enjoyed the movie, but it really had its biggest impact on me as an adult.  Before, it was just a family film that I would watch with my cousins every year.<br/><br/>I watched it a few years ago out of curiosity more than anything, expecting to cringe at how corny it would be.  But I was actually amazed at how realistic the movie feels.<br/><br/>First of all, I don't like musicals as a general rule but I didn't mind this movie at all.  The songs were quite good actually.<br/><br/>The actors were completely believable for the most part.  I know some people think they were a bit over the top.  But I don't remember thinking that. Judy Garland, at least plays the part of Dorothy perfectly well (remember, I haven't read the book) and is easy to connect with (very important for the main character).  I heard from someone that they were considering Shirley Temple for the part but she was under contract with someone else and they wouldn't let her be in it.  And I heard that she was crushed so they put her in a fantasy movie of her own called The Blue Bird (I haven't seen it).<br/><br/>The sets were really good.  Although you can tell they are just sets, they're done so well that it still feels right anyway.  I can't believe that Gone With the Wind won Best Art Direction over this movie.  Wizard of Oz should have at least won an oscar for that.  I think it got Best Song for Over the Rainbow and that was all!<br/><br/>Another thing that makes this movie great is it's ability to be heart warming and scary.  I was waiting for the Wicked Witch to appear thinking that I'd crack a smile at how silly she was.  But to be perfectly honest, she was quite intimidating.  She wasn't silly at all and she was very mean and threatening in every scene she was in.  I couldn't understand it. This old woman with a green face was completely nasty and horrible without actually physically killing or torturing anyone throughout the entire film. Let's see a modern movie villain pull that off!  The movie gets particularly suspensful when they get to the castle.<br/><br/>I also liked how Dorothy's companions all have the traits that they're searching for.  The Tin Man who doesn't have a heart is a big softy who's always crying; the Scarecrow who supposedly doesn't have a brain is always coming up with the good ideas;  but the problem is that the Lion really is a coward!  I suppose someone will say that true courage is facing danger when you're afraid of it blah, blah, blah.....but I remember one scene where the Lion actually runs away and jumps out the window.  And he also gets more songs than the others too.  Oh well, a cowardly lion is more amusing than a brave one I guess.<br/><br/>I think this movie is really for adults more than kids.  Oh, kids will like it, of course.  But there are levels of depth in it that only an adult can relate to (that's what I think).  I had to keep myself from getting teary eyed when Dorothy was trapped in the tower with the crystal ball and I don't remember being affected by this scene like that when I was little.<br/><br/>I'm sure everyone who reads this review has probably seen this movie a trillion times.  But if you haven't, I highly recommend it.  And this recommendation is coming from a guy who usually won't watch a movie unless it has a broadsword or a machine gun in it......or a vampire."
"UniqueParticle","9","2","3","5 January 2020"," Got to see a 75th anniversary in the theater
","Still so much charm and awesomeness 75 years later! A glorious experience of joy, adventure, and great morals! So many good parts, I especially love the lion character. A classic film that barely gets tiresome."
"Animany94","10","2","3","26 August 2019"," Prime example of movie magic.
","The Wizard of Oz is one of those movies whose appeal to all ages hasn't withered away with time. The beautiful set-pieces, the loveable characters and their journey through the magical world of Oz is still as immersive and captivating as ever.<br/><br/>Both our main character, Dorothy, and her wonderful friends in Oz are so brilliantly acted that you might call them the definitive version of their respective character. This may be a part of the reason why every attempt at a sequel or a re-imagining of the story either fails or gets a lukewarm reception, because with this movie held in such high praise, you have a lot to live up to.<br/><br/>But I am one of the people who will defend the underrated Return to Oz (1985). Check it out if you haven't, because even though its tone is far darker it also did a magnificent job in the special effects department just like this timeless masterpiece."
"Sariyamartin2008","9","2","3","15 April 2019"," Best movie of all time
","This movie is awesome. I have watched it many times and every time I watch it I learn something new. You jus have to see it yourself."
"owengoldstoff","9","2","3","10 April 2019"," Still hits the mark on so many levels
","I still remember watching the Wizard of Oz for the first time with my Grandma and being absolutely terrified of the wicked witch, and even more terrified of the flying monkeys. Watching the film today, it's safe to say that these things are just as terrifying as they were 15 years ago. But more importantly, in terms of entertainment, the movie definitely still holds up. It's one of those rare films that can be enjoyed by kids and adults alike. The costumes, set designs, and vivid on-screen colors are a piece of art on their own. Add the elements of musical numbers, action-filled scenes, and many unique, dynamic characters, and you have something pretty remarkable. The fact that it was made in 1941 astounds me. Recently, I have been watching many movies from this time period, but this one always stands out above the others One scene that backs this up comes towards the beginning of the movie, as Dorothy leaves the sepia-toned world she knows and enters the dynamic, colorful world of Oz. I recently learned that no color editing was done throughout this scene. Rather, they painted her house sepia-colored and even painted a double this way. Then, as she exits through the doorway of her house, the double steps out of the shot, and Judy Garland steps in, wearing her baby blue dress and sparkling red slippers. So much thought went into those few seconds of the scene, but, because it was so well thought-out, it became something masterful. I think a lot of people would say that this specific scene is etched into their memory. Even if you can't enjoy the story, it is easy to appreciate the production for what it is."
"djfrost-46786","7","2","3","25 July 2018"," Scared as a kid
","1st time I watched this movie as a kid, it scared me to death. Over the years I am really amazed on how great of a movie this is!!!!"
"jrich-37411","Null","2","3","10 May 2017"," Awesome Film!
","I remember seeing The Wizard of Oz as a child and still to this day I enjoy it. During a tornado Dorothy and Toto find themselves far from home in a magical land called munchkin land. Here, they are greeted by munchkins, witches, talking animals and other magical creatures. Dorothy meets a few characters that end up helping her find her way home, while she helps them as well. <br/><br/>This magical film is sure to put a smile on ones face. I was impressed by the editing used in the film, the lighting that set the mood, and the amazing technicolor. Definitely a recommended movie. All ages will enjoy it."
"launsbachc","Null","2","3","9 May 2014"," a true icon
","The Wizard of Oz is one of the movies every American should see at one time or another. The most significant aspect of the film is of course its use of color. Wizard of Oz was one of the first films to successfully incorporate color and actually have it look astonishing. What is interesting is the transition from low-key black and white while Dorthy is in Kansas, to color while in the land of OZ, and then back to the low-key B&W when she returns to Kansas. Perhaps this was meant to signify the gloomy and hard life of midwestern farmers during this era in contrast with the majestic environment of Oz. The films manipulation of colors both in black and white and the entire spectrum helps to really make the audience embrace the ambiance in every scene. The Wizard of Oz also serves an admirable use of elaborate special effects. Between the flying monkeys, extravagant costumes, and artificial acting the film has an overwhelmingly magical impression. The film serves as a significant indicator of what was to come of adventure fantasy films. It set a new standard for film elegance that is hardly matched today. It also provided the truthful, celebrated, and timeless theory that ""There is no place like home""."
"LeonLouisRicci","10","2","3","3 June 2013"," ""I'll get you my little pretty, and your dog too.""
","There are only two other Movies from Hollywood's Golden Age that have been as influential, deconstructed, analyzed, reconsidered, penetrating, viewed, and reviewed, noticed, and unforgotten as this one. King Kong (1933) and Citizen Kane (1941).<br/><br/>Everyone who has seen Oz has an opinion and it is usually a strong one. It undeniably unmasks facades and oozes into the deeper parts of the consciousness worthy of the best Psychoanalysis.<br/><br/>On the surface it lures one in with its sentimentality and charms with its catchy and heartfelt tunes. It bombards the senses, like a psychedelic, expanding consciousness through dripping Colors and the most imaginative of imagery.<br/><br/>As the mind opens it is vulnerable to scary images as well as the sublime. Reality becomes a focused blur that is experienced profoundly and deeply. It is Art at its most cunningly persuasive. <br/><br/>If you ""pay no attention to the Man behind the curtain"", you will find yourself in a land of Milk and Honey, but if you acknowledge reality for what it is and not what is hoped for, it might become a Truth that is as scary as a Flying Monkey. <br/><br/>This Film is a Wonderful way to open the ""doors of perception"". That is the least and the best that the Movies can offer."
"lasttimeisaw","8","2","3","15 April 2013"," The Wonder of Oz
","My early plan to watch Sam Raimi's OZ THE GREAT AND POWERFUL (2013) has been successfully foiled by the tepid reviews and in fear of another ALICE IN WONDERLAND (2010, 6/10) travesty, then it stroke to me that I had never even watched the worldly-famous 1939 version, it must be a presumably safe and better alternative. <br/><br/>I'm indisputably way past the age which will be exalting to watch this family-friendly vaudeville for the very first time, I wish I could have done that around my childhood year so I would be more in shock-and-awe admiration for this haute crowd-pleaser and ground-breaking studio- based product. <br/><br/>It all begins in Kansas, young Dorothy lives in a farm with his uncle and auntie, (after a melancholic rendition of OVER THE RAINBOW, still astounding and flawless) her tentative runaway with her cuddly puppy Toto has been persuaded by Professor Marvel (a very first introduction of multi-personae performance from Frank Morgan), en route, a twister rampages the farm and Dorothy and Toto (along with the house) has been brought to Wizard Oz's wonderland with the casualty of a star-crossed wicked witch (crushed by the house accidentally), and the shoddy superimposition of the airborne journey may be cutting-edge 74 years earlier, sadly it barely works even under an uncritical eye. <br/><br/>The tangible visual transference from sepia farmland to the variegated Oz land grants a soothing refreshment and heralds a jovial adventure ahead, sing-a-longs with DING DONG THE WITCH IS DEAD (new entry at No. 2 in this week at UK Singles Chart in the wake of Thatcher's death), it is just carefree and mollifying one's hard-pressed nerves (if you have those). Then the classic characters (Scarecrow, Tin Man and the Cowardly Lion) successively accompany Dorothy to meet the great and mighty Oz. <br/><br/>Despite of its all-comprising industry-reeking indoor design, it is a marvel how the film could be made in such a laborious scale and obedient order at its time, entering the second half of the film, when insouciant singing-and-dancing gives its way to the escapade of taking back the broomstick of The Wicked Witch of the West, all the set pieces are incontrovertibly stale and the logic of the story sags into an untenable farce (no specific elucidation of how the witch would succumb to a basin of water or what is so special about the red shoes the witch is hankering for, et al). The guarded-gate of the witch's castle must be the recipient of the homage from Sauron's gate from THE LORD OF THE RINGS.<br/><br/>Acting-wise, Judy Garland is humble, mawkish but naturalistic in delivering jejune lines, Bert Lahr's Lion and Ray Bolger's Scarecrow otherwise are the film's best offers, also Margaret Hamilton's heinous witch, simply wish she had more venom to spill. <br/><br/>Overall, it is a cartoonish adaption of children's best-known bedtime story, may be predisposed to be an overrated sensation which stands flimsily after a serious filmic anatomy, but the bent of director Victor Fleming and his crew has been testified positively through the arduous endeavor, and one can still relish 75-or-so years after its inception."
